first_ledger_index,                last_ledger_index,                first_closing_time,                last_closing_time,                num_ledgers,                num_transactions,               Payment tx,               OfferCreate tx,               OfferCancel tx,               TrustSet tx,               AccountSet tx,               accounts_created
301659, 306338, 2013-03-02 23:59:50 +00:00, 2013-03-04 00:00:00 +00:00, 4680, 883, 170, 361, 161, 191, 0, 22
306338, 311332, 2013-03-04 00:00:00 +00:00, 2013-03-05 00:00:00 +00:00, 4995, 2009, 536, 835, 493, 145, 0, 247
311332, 316234, 2013-03-05 00:00:00 +00:00, 2013-03-06 00:00:00 +00:00, 4903, 1786, 278, 768, 617, 123, 0, 35
316234, 321308, 2013-03-06 00:00:00 +00:00, 2013-03-07 00:00:00 +00:00, 5075, 3176, 357, 1475, 1157, 186, 1, 124
321308, 325826, 2013-03-07 00:00:00 +00:00, 2013-03-07 23:59:50 +00:00, 4519, 778, 313, 248, 140, 77, 0, 102
325826, 330516, 2013-03-07 23:59:50 +00:00, 2013-03-09 00:00:00 +00:00, 4691, 1655, 223, 905, 428, 99, 0, 46
330516, 335290, 2013-03-09 00:00:00 +00:00, 2013-03-10 00:00:00 +00:00, 4775, 1928, 95, 1162, 588, 83, 0, 20
335290, 339796, 2013-03-10 00:00:00 +00:00, 2013-03-10 23:59:50 +00:00, 4507, 457, 147, 168, 81, 60, 1, 24
339796, 344367, 2013-03-10 23:59:50 +00:00, 2013-03-11 23:59:50 +00:00, 4572, 694, 379, 133, 68, 114, 0, 103
344367, 348870, 2013-03-11 23:59:50 +00:00, 2013-03-13 00:00:00 +00:00, 4504, 507, 168, 169, 88, 82, 0, 26
348870, 353454, 2013-03-13 00:00:00 +00:00, 2013-03-14 00:00:00 +00:00, 4585, 609, 126, 244, 164, 75, 0, 29
353454, 358023, 2013-03-14 00:00:00 +00:00, 2013-03-15 00:00:00 +00:00, 4570, 564, 125, 241, 142, 56, 0, 30
358023, 362621, 2013-03-15 00:00:00 +00:00, 2013-03-16 00:00:00 +00:00, 4599, 714, 95, 308, 270, 41, 0, 28
362621, 367133, 2013-03-16 00:00:00 +00:00, 2013-03-17 00:00:00 +00:00, 4513, 504, 73, 234, 138, 59, 0, 8
367133, 371838, 2013-03-17 00:00:00 +00:00, 2013-03-18 00:00:00 +00:00, 4706, 1158, 664, 259, 183, 52, 0, 7
371838, 376573, 2013-03-18 00:00:00 +00:00, 2013-03-19 00:00:00 +00:00, 4736, 1373, 191, 628, 509, 45, 0, 80
376573, 381298, 2013-03-19 00:00:00 +00:00, 2013-03-20 00:00:00 +00:00, 4726, 1964, 184, 895, 789, 96, 0, 40
381298, 386209, 2013-03-20 00:00:00 +00:00, 2013-03-21 00:00:00 +00:00, 4912, 2106, 254, 876, 776, 200, 0, 19
386209, 391103, 2013-03-21 00:00:00 +00:00, 2013-03-22 00:00:00 +00:00, 4895, 2159, 322, 929, 800, 106, 2, 56
391103, 395740, 2013-03-22 00:00:00 +00:00, 2013-03-23 00:00:00 +00:00, 4638, 1543, 121, 730, 643, 49, 0, 14
395740, 400498, 2013-03-23 00:00:00 +00:00, 2013-03-23 23:59:50 +00:00, 4759, 3980, 90, 1956, 1895, 39, 0, 3
400498, 405076, 2013-03-23 23:59:50 +00:00, 2013-03-25 00:00:00 +00:00, 4579, 1989, 92, 943, 904, 49, 1, 10
405076, 409591, 2013-03-25 00:00:00 +00:00, 2013-03-25 23:59:50 +00:00, 4516, 827, 307, 274, 206, 40, 0, 97
409591, 414084, 2013-03-25 23:59:50 +00:00, 2013-03-26 23:59:50 +00:00, 4494, 595, 246, 187, 112, 50, 0, 50
414084, 418881, 2013-03-26 23:59:50 +00:00, 2013-03-27 23:59:40 +00:00, 4798, 1931, 246, 931, 698, 56, 0, 8
418881, 423742, 2013-03-27 23:59:40 +00:00, 2013-03-28 23:59:50 +00:00, 4862, 2413, 283, 1091, 977, 62, 0, 48
423742, 428637, 2013-03-28 23:59:50 +00:00, 2013-03-30 00:00:00 +00:00, 4896, 2896, 387, 1263, 1192, 54, 0, 31
428637, 433183, 2013-03-30 00:00:00 +00:00, 2013-03-31 00:00:00 +00:00, 4547, 722, 156, 296, 226, 44, 0, 6
